Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0013654,-0.00019199,-0.0012332,0,0,0,0.014123,1.4815E-06,-1.6467E-22,8.723E-25,2.2072E-06,7.5505E-23,3.4597E-06,0,0,0,0,0,0,package://Montaj1/meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://Montaj1/meshes/base_link.STL,,Parça1-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
wheelleft_link,-1.4095E-17,0.005,-3.2526E-18,0,0,0,0.041634,1.9805E-05,-2.268E-38,4.4412E-39,3.8915E-05,1.2785E-21,1.9805E-05,0,0,0,0,0,0,package://Montaj1/meshes/wheelleft_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://Montaj1/meshes/wheelleft_link.STL,,Parça2-1,Origin_wheelleft_joint,Axis_wheelleft_joint,wheelleft_joint,continuous,-0.0013654,-0.027601,-0.0012332,3.1416,0,0,base_link,0,1,0,,,,,,,,,,,,
